attendance_percentage,assignments_rate,quizzes_score,previous_grades,time_spent_on_study,extracurricular,stress_level,dropout_confidense
50.67,94.53,61.63,66.694,23.5,1,9,0.5125
92.17,99.55,54.74,63.3375,9.7,1,2,0.4681
97.09,67.85,98.78,75.4955,19.5,1,1,0.3417
82.78,64.61,71.29,64.2045,18.3,0,7,0.5656
61.57,60.94,50.11,78.348,19,0,5,0.5867
62.59,91.19,74.95,67.7925,21.2,1,6,0.4397
73.33,60.46,80.97,76.4905,26.3,0,4,0.565
94.89,96.2,88.8,72.7525,11.8,0,8,0.3466
57.48,83.37,97.15,70.316,18.9,0,7,0.4712
91.3,94.86,95.76,68.617,13.4,0,1,0.2903
64.57,77.7,97.01,74.4345,13,0,6,0.5668
90.43,84.53,51.61,81.5925,5.5,1,3,0.4858
96.01,80.97,85.59,61.7765,20,1,8,0.3385
71.37,91.56,61.29,68.044,29.3,1,6,0.3979
68.25,91.79,59.38,77.9045,24,1,6,0.4156
90.11,79.49,90.02,71.3505,11.1,0,5,0.3809
76.47,81.63,70.86,82.6005,22.9,0,8,0.5329
84.22,96.09,95.83,90.711,12.4,1,6,0.239
81.14,96.49,52.12,69.761,23.8,1,7,0.4688
57.64,83.21,90.11,75.4065,26.4,0,9,0.5671
92.24,50.39,56.84,62.8625,13.4,1,6,0.6527
59.79,55.22,58.83,70.308,5.1,0,6,0.7929
96.61,92.9,73.87,73.908,12.6,1,9,0.3641
62.53,54.24,69.78,71.137,10.1,0,6,0.7378
86.69,60.68,74.31,68.541,20.5,0,7,0.4856
64.23,61.53,97,74.8245,12.3,1,4,0.5491
65.89,80.01,82.87,69.3475,5.9,1,5,0.4966
65.5,78.83,64.52,66.8235,18.3,0,8,0.6774
87.39,64.47,58.65,65.6035,26.9,1,10,0.474
77.84,60.38,71,67.9745,16.3,1,10,0.59
94.15,88.23,72.58,87.813,14.4,0,5,0.3631
65.37,96.77,80.06,80.607,9.5,1,4,0.4214
84.6,52.64,63.3,75.2965,14.7,1,8,0.6033
87.65,56.66,88.38,61.5665,13.3,0,5,0.5317
57.57,82.11,54.92,70.823,29.9,1,2,0.5505
70.03,90.22,78.02,84.4035,5.8,0,10,0.4688
74.14,89.56,81.18,78.235,11,0,8,0.4935
67.78,85.98,60.34,76.3995,6.7,0,8,0.7248
66.11,94.37,91.3,76.1275,26.4,0,7,0.3369
84.32,60.87,80.77,86.114,15.4,0,9,0.471
60.79,55.36,82.29,70.7375,24.9,1,9,0.6106
85.47,80.77,74.89,60.282,22.3,0,4,0.4641
96.75,91.11,95.48,87.2925,28.2,1,7,0.1533
78.26,79.1,84.7,61.0905,5.6,0,1,0.5737
80.57,98.15,69.09,60.0635,10.2,0,1,0.5159
53.45,89.78,61.93,54.337,22.6,0,3,0.6863
93.22,85.04,53.55,58.564,19.6,1,6,0.4669
64.27,53.01,58.27,61.2895,22.4,0,10,0.7393
80.75,55.39,99.63,68.228,19.4,1,8,0.5025
98.96,89.24,70.34,66.0165,19.5,1,5,0.4154
79.78,59.91,94.93,70.4155,28.3,0,3,0.4245
86.24,51.44,58.53,66.6515,28,1,2,0.4522
72.27,95.54,71.27,80.553,5.9,0,10,0.5916
53.02,94.54,98.03,71.9045,15.3,1,8,0.4619
89.88,60.92,54.56,53.632,17.8,0,9,0.542
51.75,89.01,79.7,77.583,13.9,0,7,0.6274
85.03,52.4,95.96,68.9935,6.2,1,6,0.5092
51.15,64.25,97.48,64.4305,16.8,0,10,0.6729
93.12,81.18,92.3,77.9395,29.4,0,2,0.2663
57.88,88.16,92.8,74.5105,6.8,1,2,0.5032
75.71,50.52,82.61,61.502,25.4,0,6,0.6256
79.86,66.31,61.02,77.396,9.9,0,9,0.6053
72.88,60.72,86.53,72.4125,19.4,0,9,0.5933
67.04,99.94,98.92,82.692,14.7,0,9,0.3833
73.39,83.55,76.3,68.991,13.7,0,3,0.5538
65.57,70.28,63.03,62.552,26.8,0,3,0.6227
71.91,53.78,78.67,66.187,29.3,1,9,0.4887
67.95,79.93,84.53,77.1345,14.7,0,5,0.5658
78.31,82.09,60.41,70.5715,21,1,3,0.4198
61.9,90.82,85.96,88.591,18.9,1,7,0.4316
99.43,64.43,79.37,63.643,6.9,0,6,0.5478
75.04,99.07,80.62,82.3095,6,0,10,0.5656
59.71,71.97,65.3,67.5625,24.3,0,3,0.5946
73.85,64.8,57.76,67.663,14.9,0,6,0.6417
93.32,67.42,81.17,73.1815,12.7,1,10,0.4469
51.09,75.98,79.31,76.9665,29.6,1,9,0.4955
83.98,96.84,66.9,64.7965,7.1,1,2,0.4771
77.4,86.76,64.79,77.3255,11.7,0,5,0.4327
58.48,78.86,67.36,73.8685,26.4,1,10,0.4806
90.87,58.14,74.49,55.483,15.4,0,5,0.5296
68.44,57.47,98.74,62.5625,19.6,0,6,0.6291
64.69,75.11,88.18,62.9575,6.2,0,2,0.7038
91.41,86.44,92.59,82.607,28,0,6,0.246
81.93,87.55,75.28,79.953,8.4,1,1,0.3865
94.91,61.3,76.31,56.804,10.3,0,10,0.6021
81.49,55,60.22,69.087,8.9,1,7,0.6976
87.04,69.22,86.05,82.785,17.4,0,1,0.3505
91.82,95.91,71.08,79.471,25.4,0,2,0.2917
52.74,77.27,87.12,75.222,11.7,0,4,0.6581
88.8,66,70.45,75.193,8.6,0,5,0.5734
80.69,66.18,55.43,66.14,15.2,1,10,0.6114
53.48,56.6,58.65,65.6605,29.5,1,1,0.6826
75.43,73.66,90.58,65.936,5.3,1,1,0.3678
54.12,89.57,62.93,88.0125,17.6,1,5,0.5367
86.8,98.43,63.22,71.2925,21.7,0,6,0.3577
77.33,75.08,96.47,82.8815,25.2,1,3,0.2131
97.68,58.36,82.88,67.7585,23.7,0,5,0.4572
59.16,84.15,55.72,68.7745,6.9,1,2,0.702
80.3,87.84,57.18,70.318,16.5,1,8,0.4721
60.58,53.58,63.62,56.778,7,1,3,0.8179
80.7,92.51,79.7,65.9955,20.5,1,3,0.4342
86.13,91.47,87.64,84.878,6.9,1,9,0.4237
86.12,73.63,63.72,65.594,6.2,1,4,0.6246
90.75,78.02,93.53,83.824,12.7,0,10,0.4324
92.68,85.67,55.46,68.3985,28.5,1,3,0.3414
53.86,83.84,60.38,71.0785,22.7,0,5,0.5311
67.16,50.83,98.52,74.7315,5.1,1,6,0.5988
84.36,56.12,56.74,69.285,12.1,0,10,0.6358
74.93,58.13,94.41,79.999,5.4,0,1,0.6666
59.53,87.78,85.2,63.7865,12.4,1,7,0.5313
77.64,72,53.65,75.842,22.1,0,4,0.548
70.37,77.28,74.19,76.4655,24,1,9,0.4873
69.5,88.63,75.95,74.6125,25.1,1,2,0.3763
90.49,67.05,96.61,85.257,27.7,0,2,0.3768
70.38,87.44,71.06,79.138,14.1,0,10,0.5032
51.32,72.11,72.34,58.871,26.6,1,2,0.5958
52.9,68.86,55.62,76.7165,23.2,0,10,0.6589
92.81,66.65,81.96,75.241,18.4,1,10,0.344
98.03,98.25,60.54,84.3055,28.9,0,8,0.2365
84.42,88.6,53.88,71.078,28.7,0,2,0.4043
68.22,51.01,99.85,77.3075,27.4,1,4,0.4261
96.93,97.87,63.48,73.33,10.1,0,10,0.3915
83.14,88.77,57.05,70.8045,10.2,1,1,0.3884
92.22,57.46,84.97,66.0755,27.5,1,4,0.3795
88.29,53.82,91.08,78.2195,14.9,1,6,0.37
68.96,65.41,53.2,54.3325,24.9,1,6,0.6678
73.94,81.21,55.27,59.4105,22.2,1,3,0.522
59.31,80.83,54.51,72.892,24.1,0,9,0.5484
64.6,63.79,52.35,69.6845,5.7,1,5,0.703
88.91,72.28,82.97,72.177,15.7,1,9,0.3873
94.7,60.59,79.42,81.2535,26.4,0,2,0.3856
86.22,52.53,83.14,68.9965,17.2,0,3,0.6023
73.26,75.85,75.28,64.264,22.3,0,7,0.4442
54.33,67.35,90.88,70.003,23.9,1,5,0.5355
52.85,77.14,77.33,84.57,8,0,9,0.6491
68.72,97.33,95.94,82.7835,8.9,0,2,0.4364
73.19,57.17,74.28,65.898,23.1,1,9,0.5775
80.46,50.1,89.53,77.777,6.4,1,8,0.53
50.32,53.84,70.37,70.461,13.5,0,5,0.7603
99.49,73.14,71.76,66.7875,28,0,1,0.3123
68.2,85.35,92.45,61.488,19.4,0,10,0.5709
92.4,79.04,55.38,69.1225,27.8,0,1,0.4075
76.75,74.74,78.25,72.9175,12.7,1,7,0.5895
56.52,67.7,86.32,63.038,20.9,0,2,0.6028
89.88,65.5,87.52,65.098,12.2,0,1,0.4485
85.49,68.81,79.57,76.5905,7.8,1,3,0.3896
76.37,80.58,72.4,67.664,29.8,1,2,0.2877
75.73,58.39,63.04,62.6935,9.4,0,3,0.6134
54.37,88.57,95.47,62.972,9.7,0,9,0.6253
82.79,78.76,68.49,77.3585,26,0,9,0.4692
95.56,63.46,89.95,60.3375,25.1,1,9,0.3104
54.66,75.06,51.58,62.951,29.4,1,6,0.6562
63.18,98.14,61.61,79.6835,6.8,0,3,0.5348
95.12,51.02,67.28,64.2925,7.4,1,6,0.593
64.22,59.98,83.58,62.3485,16.2,0,3,0.7232
82.7,72.42,65.97,70.8125,19.8,0,8,0.5757
76.74,81.92,52.07,62.227,6,0,5,0.646
79.82,60.61,58.69,68.5945,9,1,2,0.5587
70.79,96.57,62.96,82.3175,22.6,0,5,0.323
65,82.13,58.8,64.4685,21.7,1,3,0.4983
52.43,93.87,60.19,80.523,7.2,1,2,0.5627
87.21,66.47,88.45,77.1305,28.3,1,10,0.3041
87.3,91.45,70.6,62.811,11.4,0,10,0.4997
83.54,68.91,70.26,59.8695,27.2,1,8,0.4742
82.18,62.64,98.33,71.024,28.1,0,9,0.4193
62.19,95.58,72.34,85.94,17.3,1,3,0.3754
51.12,54.61,96.38,76.5675,15.3,0,10,0.6959
90.44,97.14,64.95,74.862,12,1,4,0.3793
74.56,72.93,70.03,60.0885,25.2,1,7,0.451
65.34,99.63,69.81,66.839,9.9,1,7,0.5851
55.1,76.98,77.3,67.234,20.6,1,2,0.5356
53.14,87.87,79.21,78.4345,19.2,0,1,0.5171
67.44,50.35,62.41,61.1135,11.2,1,3,0.7481
90.24,74.83,89.68,85.8905,29.6,0,2,0.281
95.94,86.87,74.83,74.699,26.2,1,8,0.3264
94.84,89.14,50.35,75.5975,5.5,0,5,0.5175
96,57.9,79.57,67.7295,15.6,0,9,0.4921
95.39,70.95,89.9,63.0425,14,1,7,0.425
76.36,70.95,62.52,73.4215,27.1,1,1,0.3801
60.97,55.18,51.89,55.9985,11.6,1,6,0.7942
89.9,72.15,90.36,69.7295,30,0,4,0.3413
60.69,90.35,98.81,72.2695,10,0,10,0.5252
63.36,65.01,53.83,66.262,11.1,1,1,0.6659
61.66,71.63,96.9,69.318,21.7,1,2,0.3626
75.75,98.05,67.96,71.4225,9,0,1,0.4535
66.09,51.59,97.07,59.5055,27.2,0,10,0.6134
57.71,79.58,82.44,75.7835,7.7,1,5,0.5749
72.66,87.17,94.51,69.6785,29.6,1,5,0.2634
93.7,88.04,89.29,83.123,26.9,1,4,0.2503
78.53,85.8,51.4,76.192,26,0,1,0.4044
93.92,86.32,53.27,63.891,15.2,0,1,0.5178
59.79,52.95,76.29,72.6035,17.8,0,7,0.7141
58.35,76.71,56.48,61.665,16.4,1,10,0.644
78.78,89.15,73.05,68.6005,29.7,0,9,0.5047
73.17,54.7,97.73,75.976,5.9,1,7,0.5049
83.01,50.6,64.74,58.751,14.5,1,4,0.6665
89.73,90.73,74.45,75.199,29.2,1,4,0.3036
87.57,85.61,69.21,80.195,14.2,1,9,0.368
97.11,70.61,81.49,68.0825,15,0,6,0.516
69.91,97.02,59.69,81.8005,20.8,0,10,0.4708
60.32,88.33,63,66.5365,27.7,1,2,0.4861
77.55,98.39,92.94,70.531,12.4,0,1,0.3913
55.54,96.47,90.57,83.0475,28.7,0,6,0.3842
64.44,74.06,89.46,75.783,12.1,1,1,0.5262
60.39,87.74,88.55,74.9415,25.4,0,3,0.4777
69.83,83.46,72.97,74.679,11.9,0,6,0.4659
55.56,90.57,86.44,79.737,6.8,0,5,0.629
51.59,89.38,69.36,75.964,25.3,1,9,0.4305
82.84,57.66,55.04,75.0465,16.3,1,6,0.6192
80.51,61.69,69.67,78.1925,14.8,0,3,0.6073
85.42,63.29,57.93,69.9125,15.7,1,10,0.5121
83.02,90.92,69.54,72.8065,20.3,0,4,0.392
55.71,90.54,64.87,73.4165,11.6,1,5,0.5151
64.55,74.77,79.96,69.83,10.9,0,4,0.594
56.48,79.04,68.08,66.188,17.1,1,3,0.5678
92.15,91.35,85.28,80.901,5.9,0,9,0.4438
87.35,65.63,75.61,71.9955,21.1,1,9,0.5151
60.08,52.51,95.97,72.3615,25.6,1,5,0.5967
67.07,74.13,54.55,70.741,23.2,1,1,0.4993
98.33,95.69,84.39,68.9295,16.7,0,1,0.2799
79.71,89.52,83.62,78.601,19.1,0,7,0.3126
90.06,68.33,97.53,66.849,5.7,1,3,0.3956
63.23,53.24,68.58,70.0765,27.8,0,8,0.6998
60.5,81.85,65.27,69.9705,19,0,6,0.6835
89.2,91.72,58.62,78.712,12.9,1,6,0.3351
84.29,83.25,63.26,63.723,12.3,0,6,0.5159
84.05,71.25,75.09,73.407,21.5,1,6,0.42
77.63,56.17,91.89,77.5285,19.6,0,3,0.5082
78.18,95.54,64.21,60.426,9.7,0,6,0.5103
86.78,63.8,57.89,65.6355,15.2,1,3,0.5577
63.5,61.21,63.61,77.8925,21.9,0,5,0.602
67.64,90.8,55.05,66.4825,12.4,1,1,0.5348
93.58,99.06,96.33,76.3245,17.7,0,2,0.2668
65.44,83.01,93.63,74.533,11.4,0,2,0.4966
77.32,81.24,65.42,60.014,6.8,0,9,0.6223
85.13,65.97,62.35,70.1655,14.7,0,5,0.566
100,51.02,95.27,66.0935,23.3,1,1,0.3436
71.76,59.59,50.09,64.21,10.3,1,2,0.662
71.4,79.22,80.03,70.855,23.9,0,6,0.4692
92.13,57.57,95.8,75.214,21.7,0,6,0.4962
90.28,94.19,75.43,79.2715,17.7,1,2,0.3062
86.55,59.41,50.15,70.2965,29.3,0,3,0.5133
73.16,76.11,60.94,62.9785,27.1,1,4,0.5241
66.2,75.6,96.12,64.439,19.1,1,10,0.4803
80.44,80.2,50.85,79.1325,18.9,0,1,0.5535
93.81,66.37,69.74,79.898,11.9,1,10,0.4845
94.19,93.68,89.49,82.4845,28,0,2,0.1905
55.42,72.22,91.9,78.694,27.4,1,7,0.4849
71.42,85.01,73.88,73.7045,23.6,0,6,0.3909
73.24,81.8,61.62,70.315,8.2,0,5,0.552
98.88,55.86,79.99,72.9805,22.6,1,8,0.3403
83.9,81.13,63.19,69.4865,11.3,1,3,0.4832
70.36,77.54,62.76,60.4825,9.7,1,8,0.7138
51.3,94.93,90.38,76.658,24,1,5,0.5246
78.27,94.04,57.71,89.4915,29,0,9,0.4106
54.8,57.55,50.28,66.047,7.7,0,9,0.8962
91.72,54.08,66.84,56.0215,9.1,1,7,0.525
87.63,64.73,74.55,65.459,10.5,1,3,0.4802
73.03,99.33,85.25,69.4495,29.1,0,4,0.3009
71.46,51.08,89.06,65.4745,22.4,0,6,0.5634
94.87,83.64,83.18,67.9645,22,1,1,0.2726
64.42,80.43,81.33,80.679,17.6,0,2,0.4671
62.45,82.33,83.29,65.3015,18.4,1,6,0.4074
96.96,60.91,63.58,78.4655,12.3,0,9,0.5749
90.46,61.34,69.12,70.8855,8.9,0,4,0.5162
91.03,71.53,80.82,59.933,24.5,0,3,0.4409
59.76,54.79,53.28,65.2205,16.8,0,8,0.8947
57.16,53.73,64.77,74.2995,11.4,0,7,0.7241
51.3,54.42,70.32,70.418,20.8,0,2,0.5823
61.85,78.65,76.67,83.7175,10.2,0,10,0.589
88.71,69.89,74.32,65.894,17.2,1,4,0.5009
62,64.68,85.91,76.4805,9.8,0,10,0.7554
86.46,65.79,73.67,78.797,24,0,6,0.3908
62.6,60.36,95.21,84.6095,13,1,2,0.5277
69.76,70.58,69.02,76.5705,16,1,6,0.5128
99.16,60.15,76.27,74.822,23.9,1,9,0.3789
62.24,84.9,50.16,63.98,21.5,0,4,0.7535
68.82,56.2,65.52,60.597,15,1,10,0.6157
65.05,97.41,93.33,71.9855,6.8,0,7,0.5182
55.48,54.49,66.68,65.3985,28,1,9,0.6846
74.49,97.17,62.66,71.785,5.2,1,8,0.5714
68.93,91.66,77.18,69.1765,23.4,0,2,0.4446
84.74,84.04,53.94,78.0065,28.6,1,9,0.4042
90.88,95.62,76.58,86.196,12.7,0,8,0.3364
77.21,56.96,65.18,73.0525,6.9,0,5,0.6892
51.61,58.82,69.16,72.669,11.2,0,9,0.7649
80.95,62.61,89.57,72.0605,12.8,0,6,0.5658
52.77,62.24,83.1,71.619,16.3,0,9,0.6752
80.82,65.54,72.31,66.943,18.1,1,9,0.5464
84.25,78.78,78.88,60.0565,23.1,1,3,0.3961
59.89,51.41,88.34,73.1415,27.5,1,7,0.6085
90.97,69.11,87.29,70.5385,16.6,1,4,0.3841
95.55,62.32,59.27,83.241,23.7,1,4,0.3009
90.65,80.33,65.05,74.139,8.2,0,7,0.5781
65.26,99.26,67.41,71.01,13.2,0,6,0.4889
79.33,75.88,59.38,68.142,8,0,4,0.5785
95.74,71.28,50.61,70.765,22.3,0,5,0.455
66.03,68.41,58.7,66.362,27.7,0,6,0.6773
91,89.25,90.41,73.266,27.2,1,4,0.117
50.47,53.6,77.3,60.735,13.2,0,8,0.9638
50.18,97.99,67.08,71.042,10.9,0,4,0.6711
87.99,70.9,80.42,64.1405,11.9,0,10,0.5593
88.07,65.69,86.99,69.5855,12.2,0,4,0.4926
89.45,98.7,67.72,78.4245,7.1,1,10,0.4126
96.5,96.79,73.3,75.3045,8.3,1,10,0.3834
55.9,82.1,53.21,62.59,10.4,1,1,0.6919
61.6,50.93,79.85,64.705,5.2,0,6,0.8056
95.19,87.43,67.82,70.7095,6.2,1,1,0.4003
58.86,66.78,71.68,72.661,22.5,0,9,0.6288
84.11,69.41,71.13,74.1385,20.5,0,5,0.4807
76.52,57.94,81.62,79.244,28.6,1,2,0.3984
54.16,76.17,78.62,84.9205,15,0,9,0.6641
64.26,87.23,71.11,68.4365,16.1,0,8,0.6083
76.02,63.65,50.85,58.257,6.7,1,4,0.5464
92.62,96.94,81.05,80.72,8.8,1,3,0.3255
85.38,59.74,93.98,69.955,22.3,1,4,0.4095
81.09,53.31,88.48,68.945,10.9,1,10,0.5677
74.8,82.22,99.08,86.4675,24.3,1,4,0.2604
64.93,92.47,56.95,76.998,22.6,1,9,0.5407
55.96,97.66,61.13,60.3655,23.7,1,6,0.5762
70.45,88.36,76.96,80.3435,22.3,1,4,0.3374
51.43,59.98,61.79,67.655,22.7,0,2,0.7298
60.55,98.88,51.73,75.3015,18.7,0,9,0.5269
71.62,95.97,70.11,79.006,22,1,7,0.3143
70.93,58.16,64.38,73.079,18.2,1,5,0.5555
52.21,77.94,63.19,64.504,10.2,0,2,0.7582
79.45,77.78,97.66,78.443,10.4,1,1,0.42
77.48,72.13,61.92,69.125,15.1,1,7,0.5743
53.91,99.21,56.47,72.8775,5.3,0,3,0.6847
97.16,52.98,56.27,63.982,27.2,1,8,0.5199
54.97,81.36,90.32,65.0865,11.7,0,4,0.5743
92.74,60.27,85.74,60.91,6.3,0,5,0.5892
50.02,76.37,56.47,56.821,15.6,0,3,0.7916
94.11,88.99,60.99,85.7445,25.4,0,7,0.3707
50.99,62.34,87.37,65.754,14.9,1,4,0.6992
87.89,69.67,63.73,72.751,11.6,0,1,0.5618
68.08,97.54,99.08,80.458,18.6,1,5,0.3297
86.91,88.07,77.03,74.997,19.4,1,2,0.3725
70.09,78.64,59.6,59.3065,24,0,7,0.5949
53.55,61.1,92.94,72.104,25,1,2,0.478
88.38,71.27,65.97,71.3505,22.7,0,4,0.4575
53.56,88.7,64.44,76.3485,5.1,0,2,0.615
96.11,91.03,66.37,73.741,5.1,0,7,0.4271
52.55,62.23,88.41,61.207,29.4,1,3,0.5448
73.97,83.1,58.66,68.926,11.6,0,2,0.5363
86.15,54.75,69.09,62.824,12.1,0,2,0.5993
69.66,51.16,51.54,58.673,23.3,1,2,0.5663
60.86,77.43,91.33,72.849,19.5,0,6,0.5384
87.95,61.22,67.04,72.1675,16.6,0,8,0.5609
89.21,53.95,62.41,70.322,7.9,1,7,0.5595
96.13,86.49,78.99,67.054,7,1,10,0.4519
68.81,74.9,85.25,63.8275,22.6,0,1,0.5473
75.31,89.81,90.64,77.7325,8.1,1,3,0.3129
68.16,83.2,67.39,63.678,15.9,0,8,0.5655
62.85,86.49,90.62,68.7005,23.4,1,8,0.3969
87.55,65.37,73.24,56.6505,28.1,0,9,0.4695
66.98,63.16,55.06,61.983,26.8,1,7,0.6529
71.41,80.04,92.32,75.953,26.6,0,5,0.3933
70.18,60,77.38,71.216,14,1,3,0.5513
85.63,90.77,80.12,79.5325,28.2,1,8,0.1703
95.89,76.15,96.87,71.871,22.1,0,5,0.355
83.34,61.35,77.96,76.8105,27.2,0,5,0.3927
73.58,81.26,50.28,67.5415,7.2,0,8,0.6778
88.96,97.25,93.53,84.4755,6,0,8,0.3681
82.05,54.1,64.24,64.3805,15.7,1,8,0.6769
53.03,55.47,75.09,66.401,25.7,0,4,0.6115
54.78,92.19,60.24,81.242,15.2,1,3,0.3723
51.9,55.48,64.85,65.803,27.1,1,6,0.6772
72.84,51.97,84.33,75.774,10.9,1,5,0.6669
91.29,67.4,71.48,65.4905,6,0,10,0.6652
65.65,73.34,81.36,68.9755,24,0,5,0.5411
69.21,78.47,91.18,68.381,20.7,0,5,0.46
95.47,75.37,67.04,70.787,16,0,3,0.4874
91.85,95.66,78.42,71.412,26.1,1,7,0.2107
83.25,88.43,88.88,81.5475,25.6,0,5,0.3315
63.34,99.19,85.76,83.874,13.1,1,4,0.4104
55.85,73.82,76.99,72.547,25.9,1,4,0.5648
50.8,54.22,69.17,68.819,13.6,1,7,0.8799
55.35,97.78,70.38,84.6265,20.5,1,1,0.4329
64.63,50.21,71.66,72.572,9.8,1,8,0.6716
77.59,88.8,67.44,72.677,11.6,1,1,0.4392
53.2,51.56,84.95,65.5495,16.2,0,6,0.6447
56.81,88.06,56.27,72.7935,12.9,1,4,0.5546
59.05,96.9,98.37,71.3925,8.2,1,7,0.4456
81.6,69.46,88.95,77.519,17.1,0,6,0.4355
80.79,62.05,64.91,80.488,17.8,1,5,0.5054
77.54,61.31,52.13,69.8665,9,1,5,0.6028
62.53,74.59,85.57,70.757,9.4,0,6,0.6718
68.56,58.54,86.72,63.4345,5.7,1,7,0.6488
54.83,83.65,98.18,76.9825,5.8,0,3,0.5636
61.32,68.42,62.69,64.6425,14,0,3,0.675
94.89,66.16,54.14,58.2495,8.7,1,7,0.5916
98.98,73.06,95.76,86.0525,28,0,3,0.2704
82.38,77.13,62.93,75.411,10,0,7,0.5171
95.84,57.1,86.08,72.1875,6.6,1,2,0.4244
82.14,85.39,53.03,71.5895,15.1,0,8,0.531
51.66,94.15,88.03,78.8285,9.8,0,9,0.5042
99.84,63.9,56.35,67.2925,6.5,1,6,0.4977
54.95,59.02,84.78,72.003,23.8,0,2,0.5816
84.13,88.03,76.62,71.0525,18.9,1,9,0.4332
62.64,59.18,97.77,60.995,6.4,1,5,0.6487
69.6,52.06,51.85,75.9365,16.7,1,4,0.659
82.3,80.96,64.6,59.5735,6,1,7,0.6105
71.82,61.99,53.48,69.2985,13.9,0,6,0.687
62.53,58.59,93.96,61.339,14.1,1,4,0.6165
66.72,99.08,79.7,72.633,25.6,1,10,0.3779
67.08,64.59,76.75,69.6125,23.4,0,2,0.5703
97.97,95.17,56.57,71.1565,27.4,1,4,0.2435
89.93,58.91,74.45,67.0245,8.5,1,1,0.393
72.93,90.95,69.94,79.6265,18.3,1,8,0.4162
59.99,75.1,65.79,70.076,5.5,1,4,0.7214
90.55,53.93,88.61,71.7725,25.6,1,2,0.4226
57.86,86.68,53.06,74.732,14.2,1,5,0.6387
60.52,94.6,82.33,76.719,6.7,1,1,0.5355
68.3,58.15,91.15,77.3855,13.1,1,2,0.5235
94.02,86.28,95.37,77.566,12.2,0,8,0.3633
56.59,72.25,87.3,74.783,24.2,0,4,0.5052
56.11,87.69,64.12,76.2975,8.2,1,9,0.5991
74.7,85.7,80.03,79.9815,18.9,0,10,0.4919
63.82,51.33,57.07,62.1815,24.8,1,4,0.7234
78.44,58.94,55.85,56.4215,23.5,0,2,0.6225
72.58,73.55,81.93,70.55,28.4,0,8,0.4558
71.75,96.68,92.56,83.256,5,0,10,0.4667
55.6,67.1,53.36,68.496,13.8,1,4,0.7271
57.05,81.44,55.3,85.852,14.2,1,8,0.5158
91.05,50.6,78.28,56.971,5.8,0,2,0.522
94.29,85.56,60.91,74.3215,25.4,1,4,0.2903
61.73,80.15,80.59,79.973,22.2,1,1,0.3657
55.67,85.77,60.73,77.0035,18.2,0,8,0.5917
52.67,95.23,55.82,74.9365,15.1,0,6,0.616
80.41,57.32,77.28,62.0995,27.4,1,2,0.4466
85.77,63.08,93.11,72.08,11.6,0,3,0.5612
68.64,99.79,84.26,82.605,13.4,1,6,0.3906
83.98,57.81,90.94,76.106,28.8,1,10,0.4123
85.65,86.03,63.32,71.2825,6.6,1,9,0.5339
96.77,86.25,94.3,76.347,24.5,1,10,0.1775
53.24,84.15,68.85,80.4915,23,1,7,0.5672
59.61,61.37,92.62,74.5925,27.5,0,9,0.5534
53.43,60.76,73.56,73.8225,7.3,0,10,0.8106
93.4,83.32,63.39,75.8855,29.3,0,4,0.2916
89.63,59.31,63.01,70.507,5.7,0,8,0.5655
78.73,83.08,78.38,60.1935,13.4,0,2,0.5526
54.18,74.63,53.95,76.89,7.1,0,2,0.7419
63.67,69.33,96.5,70.6615,6.3,0,4,0.561
64.89,65.01,63.57,65.8595,29.1,1,3,0.4964
78.04,97.38,66.78,79.2625,23,1,8,0.4104
62.9,75.4,61.67,61.564,17.6,0,2,0.5824
53.65,78.06,50.15,62.436,7.7,1,4,0.8118
86.54,97.46,84.63,75.891,18.2,0,9,0.3085
64.95,82.69,79.53,70.733,13,1,9,0.5664
72.62,97.89,90.48,93.316,11.8,1,4,0.2893
56.38,55.32,52.05,68.785,20.5,1,3,0.7277
90.13,92.33,96.43,73.267,24.8,1,1,0.1683
78.28,66.77,66.54,66.2625,16.1,0,1,0.5644
95.08,90.52,95.65,70.735,17.3,0,8,0.3248
74.77,92.78,55.36,70.167,21.3,0,9,0.4695
97.07,63.57,87.2,81.708,8.1,0,9,0.5067
94.59,70.44,78.97,72.3475,25.7,1,5,0.3074
78.82,86.3,67.91,70.1165,25.9,0,2,0.4099
96.69,54.95,53.96,73.4545,18.5,1,7,0.4604
66.15,87.78,80.24,87.5785,9.7,1,4,0.3131
68.28,55.52,51.32,59.7755,17.5,0,10,0.7671
52.27,95.72,75.06,73.7315,7.6,1,4,0.6743
79.46,63.82,80.21,74.5,24.1,0,4,0.5175
86.1,78.78,86.63,72.566,12.8,0,10,0.4726
88.68,55.86,99.57,67.6905,12.8,0,3,0.478
57.49,63.47,63,83.9125,28.6,0,4,0.5836
72.21,70.2,66.12,67.402,15.5,0,2,0.6231
58.84,74.35,67.06,66.9215,24.7,1,9,0.5194
83.11,50,86.58,71.476,20.9,0,7,0.598
57.9,94.43,96.59,71.5195,12.9,0,1,0.5108
95.21,50.38,98.72,79.6545,8.1,0,5,0.5178
61.53,88.68,97.29,81.78,24.9,1,2,0.3487
64.57,73.53,93.97,77.954,24.1,0,3,0.4564
92.55,76.19,99.55,70.003,9.2,0,3,0.4379
72.92,60.41,68.8,65.716,11.2,1,7,0.6621
51.2,80.37,97.42,84.2405,24.2,1,3,0.3951
74.73,76.86,88.05,84.722,29.6,1,7,0.2968
